package_id,package_type,package_category,weight,weight_unit,length_cm,width_cm,height_cm,fragile_flag,insured_flag,item_description
PKG08848,Spare Parts,Large,19.55 kg,KG,34,55,57,1,No,Customer document
PKG08849,Food,Small,0.55,KG,44,72,22,No,1,Fashion item
PKG08850,Document,Small,1.7,KG,102,8,12,No,N,Food product
PKG08851,Parcel,Medium,11.97,KG,48,65,56,N,N,Electronic accessory
PKG08852,Document,Small,0.54,KG,96,15,27,N,No,Household goods
PKG08853,Spare Parts,Large,15.49,KG,36,43,14,Yes,0,Vehicle spare part
PKG08854,Cargo,Cargo,69.28,KG,17,56,29,0,0,Vehicle spare part
PKG08855,Clothing,Small,1.56 kg,KG,106,10,17,Y,Yes,Office supplies
PKG08856,Food,Small,1.37,KG,92,43,57,0,0,Office supplies
PKG08857,Spare Parts,Large,25.09,KG,38,54,25,0,No,Food product
PKG08858,Clothing,Small,1.45,KG,72,57,47,N,1,Household goods
PKG08859,Cargo,Cargo,109.29,KG,119,40,22,No,1,Fashion item
PKG08860,Document,Small,1.17,KG,33,31,12,N,0,Household goods
PKG08861,Document,Small,0.36,KG,109,38,60,Y,Y,Household goods
PKG08862,Fragile Goods,Medium,9.21 kg,KG,26,58,28,Yes,Yes,Household goods
PKG08863,Parcel,Medium,5.33,KG,53,66,61,N,1,Food product
PKG08864,Electronics,Medium,5.44,KG,119,54,52,0,No,Household goods
PKG08865,Parcel,Medium,10.79,KG,99,54,60,1,Y,Household goods
PKG08866,Clothing,Small,1.17,KG,44,31,51,0,Y,Household goods
PKG08867,Document,Small,2.94,KG,94,51,65,Yes,N,Vehicle spare part
PKG08868,Food,Small,1.58,KG,84,12,3,N,N,Fashion item
PKG08869,Electronics,Medium,3.61 kg,KG,95,57,17,1,N,Electronic accessory
PKG08870,Electronics,Medium,10.49,KG,32,28,21,1,Y,Customer document
PKG08871,Parcel,Medium,13.7,KG,63,39,4,0,N,Fashion item
PKG08872,Parcel,Medium,13.22,KG,30,65,61,N,0,Household goods
PKG08873,Clothing,Small,0.51,KG,71,34,17,No,No,Customer document
PKG08874,Document,Small,0.98,KG,85,41,12,N,No,Fashion item
PKG08875,Parcel,Medium,13.28,KG,61,39,43,Y,Y,Electronic accessory
PKG08876,Fragile Goods,Medium,3.2 kg,KG,90,19,38,1,0,Office supplies
PKG08877,Spare Parts,Large,22.73,KG,94,68,3,Y,Yes,Office supplies
PKG08878,Food,Small,2.97,KG,68,11,8,No,1,Household goods
PKG08879,Fragile Goods,Medium,3.49,KG,39,64,19,1,Yes,Vehicle spare part
PKG08880,Food,Small,1.94,KG,71,40,11,1,1,Fashion item
PKG08881,Food,Small,2.46,KG,60,27,22,Yes,No,Fashion item
PKG08882,Food,Small,1.25,KG,81,72,68,Y,1,Fashion item
PKG08883,Food,Small,0.44 kg,KG,106,70,48,0,No,Vehicle spare part
PKG08884,Parcel,Medium,9.64,KG,116,62,55,Y,Y,Vehicle spare part
PKG08885,Parcel,Medium,12.75,KG,65,19,5,Yes,0,Fashion item
PKG08886,Document,Small,0.92,KG,66,63,5,1,Yes,Customer document
PKG08887,Parcel,Medium,11.13,KG,64,37,63,No,0,Customer document
PKG08888,Fragile Goods,Medium,3.72,KG,87,36,46,Y,1,Vehicle spare part
PKG08889,Clothing,Small,0.69,KG,96,17,69,1,Y,Electronic accessory
PKG08890,Fragile Goods,Medium,12.13 kg,KG,74,42,46,N,Y,Office supplies
PKG08891,Cargo,Cargo,81.49,KG,77,25,33,N,No,Household goods
PKG08892,Clothing,Small,0.11,KG,60,44,34,Y,Y,Customer document
PKG08893,Electronics,Medium,5.13,KG,91,30,60,No,Yes,Vehicle spare part
PKG08894,Cargo,Cargo,63.48,KG,110,78,38,Y,Yes,Office supplies
PKG08895,Cargo,Cargo,81.04,KG,13,47,27,Yes,0,Customer document
PKG08896,Clothing,Small,0.98,KG,119,15,7,Yes,1,Food product
PKG08897,Document,Small,2.71 kg,KG,29,32,56,0,N,Customer document
PKG08898,Electronics,Medium,7.88,KG,14,61,33,Y,Yes,Fashion item
PKG08899,Document,Small,1.86,KG,96,63,66,N,N,Fashion item
PKG08900,Food,Small,0.65,KG,83,26,27,1,No,Customer document
PKG08901,Food,Small,2.16,KG,99,18,33,N,No,Office supplies
PKG08902,Spare Parts,Large,32.52,KG,119,48,32,Yes,Y,Electronic accessory
PKG08903,Clothing,Small,1.48,KG,22,69,17,Y,N,Office supplies
PKG08904,Food,Small,2.26 kg,KG,73,14,19,0,N,Food product
PKG08905,Document,Small,1.99,KG,12,34,28,0,Yes,Customer document
PKG08906,Electronics,Medium,8.98,KG,118,35,7,Yes,N,Electronic accessory
PKG08907,Clothing,Small,1.85,KG,11,26,60,N,Yes,Customer document
PKG08908,Parcel,Medium,14.93,KG,91,38,48,Y,1,Food product
PKG08909,Electronics,Medium,11.71,KG,119,69,63,1,1,Household goods
PKG08910,Food,Small,0.31,KG,47,43,28,No,N,Office supplies
PKG08911,Parcel,Medium,13.22 kg,KG,63,56,68,0,Y,Electronic accessory
PKG08912,Clothing,Small,0.98,KG,23,59,39,0,1,Vehicle spare part
PKG08913,Food,Small,2.75,KG,11,71,16,1,No,Electronic accessory
PKG08914,Document,Small,2.25,KG,109,26,51,N,N,Office supplies
PKG08915,Parcel,Medium,6.84,KG,20,58,9,No,No,Vehicle spare part
PKG08916,Food,Small,1.73,KG,105,77,55,1,Y,Fashion item
PKG08917,Fragile Goods,Medium,4.84,KG,113,34,59,0,0,Vehicle spare part
PKG08918,Document,Small,1.07 kg,KG,108,68,39,N,No,Electronic accessory
PKG08919,Document,Small,1.77,KG,57,8,51,0,No,Customer document
PKG08920,Cargo,Cargo,91.0,KG,13,52,35,Y,0,Customer document
PKG08921,Document,Small,0.96,KG,72,30,18,0,Y,Electronic accessory
PKG08922,Electronics,Medium,8.96,KG,37,16,63,1,1,Electronic accessory
PKG08923,Fragile Goods,Medium,9.48,KG,57,16,44,0,N,Vehicle spare part
PKG08924,Clothing,Small,0.62,KG,44,24,19,1,N,Electronic accessory
PKG08925,Electronics,Medium,9.08 kg,KG,67,49,65,No,Yes,Electronic accessory
PKG08926,Fragile Goods,Medium,7.38,KG,99,70,34,0,Y,Electronic accessory
PKG08927,Fragile Goods,Medium,3.98,KG,95,57,58,Yes,N,Household goods
PKG08928,Electronics,Medium,3.75,KG,68,19,8,0,Yes,Food product
PKG08929,Parcel,Medium,11.75,KG,39,68,30,No,No,Household goods
PKG08930,Document,Small,0.78,KG,41,35,14,0,1,Vehicle spare part
PKG08931,Cargo,Cargo,56.22,KG,86,17,19,1,1,Electronic accessory
PKG08932,Food,Small,1.82 kg,KG,21,10,22,0,0,Electronic accessory
PKG08933,Cargo,Cargo,73.76,KG,35,60,21,1,Yes,Household goods
PKG08934,Electronics,Medium,5.34,KG,48,36,52,Yes,Yes,Fashion item
PKG08935,Fragile Goods,Medium,10.88,KG,78,55,16,1,N,Vehicle spare part
PKG08936,Cargo,Cargo,93.93,KG,60,51,34,No,N,Fashion item
PKG08937,Fragile Goods,Medium,6.78,KG,70,17,57,Y,Yes,Fashion item
PKG08938,Fragile Goods,Medium,11.24,KG,22,71,51,Yes,Yes,Food product
PKG08939,Document,Small,1.36 kg,KG,75,39,8,N,1,Food product
PKG08940,Electronics,Medium,7.16,KG,107,66,62,0,No,Electronic accessory
PKG08941,Parcel,Medium,6.55,KG,93,17,18,No,Y,Electronic accessory
PKG08942,Clothing,Small,2.6,KG,71,75,22,0,No,Vehicle spare part
PKG08943,Spare Parts,Large,32.32,KG,39,29,51,No,No,Customer document
PKG08944,Electronics,Medium,8.22,KG,84,78,46,1,N,Electronic accessory
PKG08945,Spare Parts,Large,28.0,KG,81,68,46,1,N,Office supplies
PKG08946,Spare Parts,Large,26.83 kg,KG,18,41,10,1,No,Office supplies
PKG08947,Cargo,Cargo,55.12,KG,97,77,40,No,Yes,Food product
PKG08948,Clothing,Small,1.55,KG,102,77,40,N,1,Electronic accessory
PKG08949,Cargo,Cargo,112.91,KG,66,9,6,N,No,Vehicle spare part
PKG08950,Spare Parts,Large,33.23,KG,28,41,4,0,0,Food product
PKG08951,Cargo,Cargo,80.36,KG,75,48,52,0,Yes,Food product
PKG08952,Spare Parts,Large,21.29,KG,54,42,17,Yes,Y,Customer document
PKG08953,Document,Small,1.25 kg,KG,79,39,62,1,0,Vehicle spare part
PKG08954,Document,Small,0.69,KG,15,45,22,1,1,Food product
PKG08955,Food,Small,2.13,KG,70,54,8,1,0,Household goods
PKG08956,Food,Small,1.1,KG,86,44,69,0,1,Office supplies
PKG08957,Parcel,Medium,9.88,KG,88,27,56,Yes,No,Electronic accessory
PKG08958,Parcel,Medium,9.39,KG,84,47,41,Yes,1,Food product
PKG08959,Cargo,Cargo,94.44,KG,114,55,21,1,0,Vehicle spare part
PKG08960,Parcel,Medium,9.0 kg,KG,16,27,64,0,N,Fashion item
PKG08961,Clothing,Small,0.97,KG,72,67,48,0,Yes,Customer document
PKG08962,Spare Parts,Large,28.96,KG,41,52,6,Yes,Y,Customer document
PKG08963,Document,Small,2.51,KG,13,65,8,0,1,Customer document
PKG08964,Document,Small,2.28,KG,97,19,7,1,Yes,Food product
PKG08965,Electronics,Medium,6.66,KG,109,47,41,Yes,Y,Electronic accessory
PKG08966,Cargo,Cargo,48.07,KG,47,71,12,0,0,Office supplies
PKG08967,Electronics,Medium,9.02 kg,KG,36,25,4,No,0,Fashion item
PKG08968,Fragile Goods,Medium,8.02,KG,18,48,46,Yes,Yes,Electronic accessory
PKG08969,Electronics,Medium,13.13,KG,67,71,64,N,No,Office supplies
PKG08970,Cargo,Cargo,59.71,KG,39,34,12,Y,1,Food product
PKG08971,Cargo,Cargo,42.29,KG,69,46,62,0,Yes,Vehicle spare part
PKG08972,Cargo,Cargo,107.93,KG,116,8,65,Y,Yes,Electronic accessory
PKG08973,Cargo,Cargo,67.12,KG,103,40,43,N,Yes,Fashion item
PKG08974,Cargo,Cargo,71.85 kg,KG,86,19,46,N,Yes,Vehicle spare part
PKG08975,Document,Small,2.42,KG,118,56,48,Yes,Y,Electronic accessory
PKG08976,Document,Small,0.99,KG,22,62,52,Yes,Y,Electronic accessory
PKG08977,Document,Small,1.24,KG,29,60,14,1,Yes,Household goods
PKG08978,Parcel,Medium,8.85,KG,113,29,19,1,No,Customer document
PKG08979,Parcel,Medium,9.4,KG,99,17,45,N,1,Fashion item
PKG08980,Document,Small,1.66,KG,85,14,23,Yes,0,Customer document
PKG08981,Spare Parts,Large,28.14 kg,KG,106,41,12,Yes,1,Food product
PKG08982,Cargo,Cargo,82.71,KG,57,74,26,Yes,N,Fashion item
PKG08983,Spare Parts,Large,22.39,KG,120,65,40,Y,N,Electronic accessory
PKG08984,Cargo,Cargo,104.95,KG,58,18,8,1,No,Household goods
PKG08985,Parcel,Medium,10.77,KG,92,71,54,N,Y,Food product
PKG08986,Cargo,Cargo,114.22,KG,95,18,59,1,N,Household goods
PKG08987,Parcel,Medium,5.72,KG,76,23,69,Y,No,Fashion item
PKG08988,Food,Small,1.04 kg,KG,86,25,56,No,0,Customer document
PKG08989,Cargo,Cargo,85.27,KG,98,31,59,Y,N,Vehicle spare part
PKG08990,Document,Small,2.72,KG,73,36,18,0,1,Office supplies
PKG08991,Electronics,Medium,5.89,KG,56,17,28,0,1,Fashion item
PKG08992,Food,Small,0.87,KG,79,23,5,No,1,Fashion item
PKG08993,Food,Small,2.32,KG,98,55,3,Yes,1,Electronic accessory
PKG08994,Document,Small,2.75,KG,13,72,12,Yes,N,Electronic accessory
PKG08995,Clothing,Small,0.37 kg,KG,97,53,19,Yes,0,Household goods
PKG08996,Electronics,Medium,8.91,KG,93,58,21,No,Yes,Fashion item
PKG08997,Parcel,Medium,14.1,KG,17,43,24,No,No,Vehicle spare part
PKG08998,Fragile Goods,Medium,12.9,KG,83,40,17,Y,Y,Electronic accessory
PKG08999,Electronics,Medium,3.67,KG,97,37,70,No,0,Fashion item
PKG09000,Document,Small,0.59,KG,98,62,52,1,N,Food product
PKG09001,Parcel,Medium,7.55,KG,117,48,43,1,No,Fashion item
PKG09002,Fragile Goods,Medium,4.22 kg,KG,61,47,12,N,Yes,Vehicle spare part
PKG09003,Clothing,Small,0.2,KG,96,11,48,Yes,Y,Vehicle spare part
PKG09004,Cargo,Cargo,110.41,KG,48,32,32,N,Yes,Fashion item
PKG09005,Clothing,Small,1.76,KG,96,54,4,No,1,Food product
PKG09006,Food,Small,2.05,KG,112,33,36,Yes,Yes,Office supplies
PKG09007,Document,Small,1.01,KG,23,19,57,No,0,Vehicle spare part
PKG09008,Food,Small,2.98,KG,92,55,30,No,N,Customer document
PKG09009,Cargo,Cargo,46.46 kg,KG,63,28,53,1,No,Customer document
PKG09010,Electronics,Medium,11.61,KG,102,12,42,Y,Yes,Food product
PKG09011,Cargo,Cargo,82.19,KG,68,66,4,1,No,Fashion item
PKG09012,Parcel,Medium,14.68,KG,11,67,35,Yes,Yes,Office supplies
PKG09013,Document,Small,1.81,KG,84,73,67,No,1,Food product
PKG09014,Document,Small,2.51,KG,90,17,37,Y,No,Electronic accessory
PKG09015,Food,Small,2.58,KG,24,39,48,0,Yes,Vehicle spare part
PKG09016,Clothing,Small,2.37 kg,KG,40,64,50,Yes,N,Electronic accessory
PKG09017,Food,Small,1.97,KG,41,33,7,Yes,N,Household goods
PKG09018,Clothing,Small,1.4,KG,41,12,5,1,Yes,Fashion item
PKG09019,Fragile Goods,Medium,10.78,KG,35,20,54,0,N,Fashion item
PKG09020,Electronics,Medium,3.86,KG,42,30,43,1,Yes,Office supplies
PKG09021,Electronics,Medium,6.57,KG,22,32,69,1,No,Vehicle spare part
PKG09022,Electronics,Medium,13.06,KG,47,61,37,Y,0,Household goods
PKG09023,Fragile Goods,Medium,3.24 kg,KG,114,62,63,Y,No,Electronic accessory
PKG09024,Food,Small,0.71,KG,44,47,48,Y,N,Household goods
PKG09025,Spare Parts,Large,17.77,KG,57,78,53,1,No,Food product
PKG09026,Spare Parts,Large,28.04,KG,38,70,53,Y,N,Vehicle spare part
PKG09027,Cargo,Cargo,91.71,KG,41,69,11,1,0,Vehicle spare part
PKG09028,Clothing,Small,2.1,KG,76,42,47,1,N,Fashion item
PKG09029,Document,Small,2.35,KG,41,58,70,1,No,Vehicle spare part
PKG09030,Parcel,Medium,14.45 kg,KG,77,57,35,1,No,Food product
PKG09031,Clothing,Small,2.06,KG,50,41,54,No,1,Customer document
PKG09032,Cargo,Cargo,100.36,KG,75,35,63,Y,1,Fashion item
PKG09033,Fragile Goods,Medium,8.23,KG,120,17,49,No,Y,Fashion item
PKG09034,Clothing,Small,1.25,KG,39,78,53,No,Yes,Food product
PKG09035,Cargo,Cargo,105.07,KG,95,33,68,Y,No,Food product
PKG09036,Electronics,Medium,12.27,KG,16,38,42,0,N,Vehicle spare part
PKG09037,Electronics,Medium,9.96 kg,KG,101,51,47,Y,0,Customer document
PKG09038,Food,Small,1.96,KG,118,76,34,1,No,Food product
PKG09039,Cargo,Cargo,64.1,KG,40,24,56,No,N,Fashion item
PKG09040,Electronics,Medium,13.39,KG,13,29,27,Y,1,Fashion item
PKG09041,Cargo,Cargo,49.73,KG,45,61,69,No,1,Fashion item
PKG09042,Cargo,Cargo,48.43,KG,10,70,53,0,1,Customer document
PKG09043,Food,Small,0.67,KG,95,51,61,Yes,0,Office supplies
PKG09044,Parcel,Medium,9.47 kg,KG,72,73,61,Y,Yes,Food product
PKG09045,Food,Small,1.38,KG,11,36,55,Yes,Y,Food product
PKG09046,Spare Parts,Large,16.36,KG,79,34,27,1,1,Household goods
PKG09047,Clothing,Small,2.25,KG,99,15,20,Yes,Yes,Office supplies
PKG09048,Document,Small,1.5,KG,44,54,55,Yes,1,Food product
PKG09049,Fragile Goods,Medium,5.64,KG,108,79,9,No,N,Electronic accessory
PKG09050,Clothing,Small,2.29,KG,119,80,54,Y,0,Food product
PKG09051,Fragile Goods,Medium,5.27 kg,KG,104,38,14,0,N,Fashion item
PKG09052,Document,Small,1.35,KG,78,11,66,1,No,Customer document
PKG09053,Spare Parts,Large,37.9,KG,75,46,8,Yes,0,Fashion item
PKG09054,Cargo,Cargo,63.45,KG,95,28,16,N,1,Fashion item
PKG09055,Clothing,Small,0.21,KG,84,75,27,0,0,Fashion item
PKG09056,Document,Small,0.6,KG,65,63,29,Yes,No,Vehicle spare part
PKG09057,Cargo,Cargo,106.2,KG,55,25,35,N,No,Food product
PKG09058,Clothing,Small,1.03 kg,KG,58,12,46,Y,Yes,Fashion item
PKG09059,Clothing,Small,2.24,KG,88,32,20,1,No,Electronic accessory
PKG09060,Spare Parts,Large,19.74,KG,17,43,36,No,No,Food product
PKG09061,Parcel,Medium,10.5,KG,65,30,28,No,No,Office supplies
PKG09062,Parcel,Medium,10.39,KG,68,66,48,Y,Y,Customer document
PKG09063,Electronics,Medium,9.88,KG,47,42,61,N,0,Customer document
PKG09064,Document,Small,1.91,KG,110,56,33,N,Y,Customer document
PKG09065,Spare Parts,Large,35.79 kg,KG,70,44,9,1,N,Vehicle spare part
PKG09066,Spare Parts,Large,15.34,KG,62,48,18,Yes,1,Household goods
PKG09067,Fragile Goods,Medium,13.99,KG,33,58,6,1,0,Fashion item
PKG09068,Clothing,Small,1.14,KG,120,31,59,Y,1,Vehicle spare part
PKG09069,Food,Small,2.51,KG,105,53,49,No,N,Vehicle spare part
PKG09070,Spare Parts,Large,24.83,KG,108,32,22,Yes,N,Customer document
PKG09071,Spare Parts,Large,20.89,KG,32,20,15,N,No,Fashion item
PKG09072,Fragile Goods,Medium,5.54 kg,KG,19,58,68,No,Y,Customer document
PKG09073,Food,Small,0.34,KG,90,47,64,1,Y,Vehicle spare part
PKG09074,Electronics,Medium,6.25,KG,25,33,9,0,No,Fashion item
PKG09075,Electronics,Medium,8.16,KG,74,69,25,No,No,Fashion item
PKG09076,Parcel,Medium,9.55,KG,62,79,47,1,N,Customer document
PKG09077,Clothing,Small,1.51,KG,34,72,56,No,N,Electronic accessory
PKG09078,Cargo,Cargo,96.47,KG,15,9,49,No,No,Electronic accessory
PKG09079,Cargo,Cargo,76.64 kg,KG,97,77,20,Yes,No,Electronic accessory
PKG09080,Clothing,Small,0.35,KG,112,23,5,No,1,Fashion item
PKG09081,Parcel,Medium,10.68,KG,112,35,23,Y,N,Food product
PKG09082,Document,Small,1.55,KG,43,33,24,0,Y,Office supplies
PKG09083,Parcel,Medium,3.87,KG,107,9,7,N,No,Fashion item
PKG09084,Cargo,Cargo,99.71,KG,18,25,35,N,0,Office supplies
PKG09085,Electronics,Medium,5.64,KG,57,17,46,0,0,Electronic accessory
PKG09086,Food,Small,1.5 kg,KG,34,51,59,Yes,0,Electronic accessory
PKG09087,Fragile Goods,Medium,3.82,KG,57,65,32,N,No,Office supplies
PKG09088,Cargo,Cargo,88.92,KG,79,60,32,Yes,N,Electronic accessory
PKG09089,Food,Small,1.08,KG,60,64,16,0,Yes,Household goods
PKG09090,Parcel,Medium,13.67,KG,72,48,69,1,No,Household goods
PKG09091,Electronics,Medium,6.05,KG,81,14,33,Yes,No,Customer document
PKG09092,Electronics,Medium,9.36,KG,10,12,6,N,N,Electronic accessory
PKG09093,Document,Small,2.42 kg,KG,84,37,30,N,No,Household goods
PKG09094,Cargo,Cargo,87.38,KG,47,56,70,0,Y,Fashion item
PKG09095,Electronics,Medium,7.24,KG,34,60,45,Yes,Yes,Electronic accessory
PKG09096,Parcel,Medium,10.98,KG,50,38,32,1,1,Fashion item
PKG09097,Clothing,Small,2.17,KG,83,61,34,N,No,Vehicle spare part
PKG09098,Food,Small,2.05,KG,76,67,27,0,No,Fashion item
PKG09099,Cargo,Cargo,54.0,KG,46,17,64,1,Y,Vehicle spare part
PKG09100,Clothing,Small,1.29 kg,KG,72,32,61,Yes,0,Office supplies
PKG09101,Parcel,Medium,11.52,KG,10,62,20,No,N,Electronic accessory
PKG09102,Parcel,Medium,6.09,KG,43,16,10,N,1,Fashion item
PKG09103,Spare Parts,Large,33.61,KG,25,9,32,No,N,Office supplies
PKG09104,Document,Small,2.11,KG,86,15,46,No,1,Office supplies
PKG09105,Food,Small,2.81,KG,10,73,59,N,Y,Household goods
PKG09106,Fragile Goods,Medium,8.53,KG,71,12,17,Y,No,Electronic accessory
PKG09107,Electronics,Medium,7.83 kg,KG,59,69,5,1,1,Fashion item
PKG09108,Spare Parts,Large,18.4,KG,17,43,57,Yes,No,Household goods
PKG09109,Document,Small,0.52,KG,36,65,25,Yes,0,Office supplies
PKG09110,Fragile Goods,Medium,10.93,KG,12,30,52,Y,Y,Household goods
PKG09111,Document,Small,0.92,KG,14,55,33,Y,1,Electronic accessory
PKG09112,Document,Small,1.24,KG,60,36,3,1,No,Fashion item
PKG09113,Spare Parts,Large,33.96,KG,98,76,28,No,Y,Electronic accessory
PKG09114,Cargo,Cargo,112.57 kg,KG,118,78,39,1,Yes,Electronic accessory
PKG09115,Food,Small,2.08,KG,117,27,17,Yes,Y,Fashion item
PKG09116,Document,Small,0.9,KG,111,34,62,1,N,Office supplies
PKG09117,Food,Small,2.86,KG,57,39,15,Yes,No,Electronic accessory
PKG09118,Cargo,Cargo,112.49,KG,97,47,61,Yes,1,Household goods
PKG09119,Food,Small,1.73,KG,45,26,69,No,Yes,Fashion item
PKG09120,Spare Parts,Large,26.16,KG,31,51,38,1,No,Electronic accessory
PKG09121,Fragile Goods,Medium,8.4 kg,KG,106,69,50,Yes,0,Food product
PKG09122,Parcel,Medium,3.64,KG,39,77,3,1,Y,Food product
PKG09123,Food,Small,2.67,KG,58,67,35,N,0,Vehicle spare part
PKG09124,Parcel,Medium,4.97,KG,78,31,59,No,0,Food product
PKG09125,Clothing,Small,0.38,KG,113,79,30,No,No,Office supplies
PKG09126,Food,Small,2.96,KG,71,48,52,Y,0,Electronic accessory
PKG09127,Electronics,Medium,10.56,KG,118,36,44,N,Y,Fashion item
PKG09128,Food,Small,2.58 kg,KG,16,77,43,No,No,Office supplies
PKG09129,Food,Small,2.79,KG,74,9,4,1,Yes,Customer document
PKG09130,Food,Small,2.6,KG,32,28,38,No,0,Customer document
PKG09131,Clothing,Small,0.22,KG,11,52,27,Y,Y,Food product
PKG09132,Clothing,Small,2.42,KG,31,75,60,1,Yes,Fashion item
PKG09133,Electronics,Medium,7.05,KG,46,29,28,Yes,Y,Vehicle spare part
PKG09134,Document,Small,0.79,KG,12,45,8,1,Yes,Fashion item
PKG09135,Electronics,Medium,4.79 kg,KG,108,70,40,0,N,Household goods
PKG09136,Clothing,Small,1.43,KG,84,56,68,Y,N,Customer document
PKG09137,Spare Parts,Large,26.33,KG,117,64,24,N,No,Food product
PKG09138,Document,Small,0.69,KG,109,19,43,Yes,1,Office supplies
PKG09139,Food,Small,1.53,KG,93,56,36,N,1,Customer document
PKG09140,Cargo,Cargo,44.18,KG,109,20,36,Yes,1,Household goods
PKG09141,Cargo,Cargo,65.8,KG,27,70,30,1,N,Fashion item
PKG09142,Document,Small,0.47 kg,KG,116,50,24,N,N,Customer document
PKG09143,Food,Small,1.91,KG,79,80,16,Y,0,Fashion item
PKG09144,Electronics,Medium,4.91,KG,112,22,61,N,Yes,Vehicle spare part
PKG09145,Parcel,Medium,9.81,KG,11,56,43,1,Y,Household goods
PKG09146,Electronics,Medium,13.63,KG,87,41,14,Y,Y,Customer document
PKG09147,Fragile Goods,Medium,3.73,KG,26,19,32,N,1,Customer document
PKG09148,Document,Small,2.93,KG,114,80,67,1,Yes,Office supplies
PKG09149,Document,Small,1.98 kg,KG,54,78,44,Y,1,Electronic accessory
PKG09150,Clothing,Small,1.22,KG,30,15,42,0,No,Food product
PKG09151,Clothing,Small,2.19,KG,51,16,21,0,N,Office supplies
PKG09152,Spare Parts,Large,16.26,KG,95,50,22,Yes,Yes,Office supplies
PKG09153,Document,Small,2.76,KG,22,67,5,No,N,Household goods
PKG09154,Document,Small,1.95,KG,46,37,18,Yes,1,Household goods
PKG09155,Clothing,Small,2.11,KG,32,23,14,Y,Y,Fashion item
PKG09156,Fragile Goods,Medium,7.41 kg,KG,12,72,59,0,N,Office supplies
PKG09157,Food,Small,1.94,KG,69,22,55,Yes,N,Vehicle spare part
PKG09158,Electronics,Medium,7.74,KG,11,57,47,Yes,0,Customer document
PKG09159,Food,Small,0.74,KG,56,79,16,Yes,Y,Vehicle spare part
PKG09160,Fragile Goods,Medium,12.0,KG,57,18,60,N,Yes,Vehicle spare part
PKG09161,Electronics,Medium,4.05,KG,90,80,44,Y,0,Household goods
PKG09162,Document,Small,1.36,KG,74,54,31,N,1,Food product
PKG09163,Cargo,Cargo,73.51 kg,KG,119,28,43,N,N,Household goods
PKG09164,Document,Small,2.9,KG,64,49,59,Y,N,Customer document
PKG09165,Food,Small,2.95,KG,103,22,62,N,1,Office supplies
PKG09166,Document,Small,0.92,KG,92,11,6,0,Yes,Household goods
PKG09167,Document,Small,2.96,KG,80,20,17,Y,0,Household goods
PKG09168,Electronics,Medium,7.59,KG,53,34,28,0,0,Office supplies
PKG09169,Food,Small,1.57,KG,53,38,30,1,N,Food product
PKG09170,Fragile Goods,Medium,10.1 kg,KG,64,56,4,Y,No,Electronic accessory
PKG09171,Parcel,Medium,5.32,KG,118,15,52,Y,1,Office supplies
PKG09172,Cargo,Cargo,77.56,KG,109,27,5,N,No,Food product
PKG09173,Electronics,Medium,6.68,KG,96,55,28,No,0,Household goods
PKG09174,Food,Small,2.08,KG,10,22,61,1,No,Fashion item
PKG09175,Clothing,Small,0.77,KG,77,60,8,0,0,Office supplies
PKG09176,Food,Small,1.19,KG,33,27,31,N,Y,Electronic accessory
PKG09177,Document,Small,2.52 kg,KG,41,27,15,Yes,0,Office supplies
PKG09178,Document,Small,1.86,KG,90,70,63,Y,N,Fashion item
PKG09179,Fragile Goods,Medium,11.05,KG,105,15,68,1,Y,Fashion item
PKG09180,Parcel,Medium,6.96,KG,28,76,22,1,No,Office supplies
PKG09181,Document,Small,2.93,KG,115,57,3,N,Y,Customer document
PKG09182,Food,Small,1.52,KG,10,30,37,0,0,Customer document
PKG09183,Food,Small,1.79,KG,89,31,62,Y,0,Office supplies
PKG09184,Cargo,Cargo,112.64 kg,KG,32,31,59,1,Y,Household goods
PKG09185,Cargo,Cargo,84.6,KG,32,80,4,1,Y,Customer document
PKG09186,Food,Small,1.16,KG,34,63,20,N,No,Customer document
PKG09187,Clothing,Small,0.37,KG,51,64,28,1,1,Household goods
PKG09188,Document,Small,1.29,KG,64,49,35,N,0,Customer document
PKG09189,Food,Small,0.21,KG,38,40,64,Y,N,Office supplies
PKG09190,Spare Parts,Large,35.37,KG,120,48,57,1,Y,Office supplies
PKG09191,Fragile Goods,Medium,8.67 kg,KG,84,45,14,1,0,Food product
PKG09192,Clothing,Small,2.43,KG,19,42,38,N,1,Vehicle spare part
PKG09193,Fragile Goods,Medium,7.93,KG,11,58,67,1,No,Electronic accessory
PKG09194,Parcel,Medium,8.71,KG,114,26,62,N,Yes,Household goods
PKG09195,Fragile Goods,Medium,4.68,KG,94,51,27,Yes,0,Vehicle spare part
PKG09196,Fragile Goods,Medium,12.6,KG,69,79,15,Yes,Yes,Vehicle spare part
PKG09197,Electronics,Medium,10.16,KG,101,9,70,Yes,Yes,Customer document
PKG09198,Clothing,Small,0.85 kg,KG,50,77,38,0,0,Household goods
PKG09199,Parcel,Medium,5.6,KG,90,19,27,Y,No,Customer document
PKG09200,Food,Small,2.61,KG,111,54,68,Yes,Y,Electronic accessory
PKG09201,Fragile Goods,Medium,14.39,KG,88,32,47,0,Yes,Customer document
PKG09202,Document,Small,1.88,KG,120,80,54,Y,Yes,Food product
PKG09203,Electronics,Medium,14.2,KG,87,19,58,1,No,Customer document
PKG09204,Fragile Goods,Medium,7.86,KG,28,14,38,N,N,Electronic accessory
